images,globules,milia_like_cyst,negative_network,pigment_network,streaks
pix2pix_result/label2skin/test_latest/images/ISIC_0000203_semantic_synthesized_image.jpg,0,0,1,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014635_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010862_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014857_semantic_synthesized_image.jpg,0,0,1,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0011220_semantic_synthesized_image.jpg,1,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0000321_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010847_semantic_synthesized_image.jpg,1,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0013708_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0000490_semantic_synthesized_image.jpg,1,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0015254_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0012813_semantic_synthesized_image.jpg,0,1,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010605_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0000543_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0004346_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010475_semantic_synthesized_image.jpg,0,1,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0000297_semantic_synthesized_image.jpg,1,0,0,0,1
pix2pix_result/label2skin/test_latest/images/ISIC_0013580_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010588_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010350_semantic_synthesized_image.jpg,1,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0000236_semantic_synthesized_image.jpg,1,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0013674_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0000172_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0012325_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014438_semantic_synthesized_image.jpg,0,1,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010606_semantic_synthesized_image.jpg,1,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014211_semantic_synthesized_image.jpg,0,1,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014470_semantic_synthesized_image.jpg,0,1,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014581_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0011348_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0000129_semantic_synthesized_image.jpg,1,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0013104_semantic_synthesized_image.jpg,0,1,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0015109_semantic_synthesized_image.jpg,0,0,1,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010075_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0012378_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014835_semantic_synthesized_image.jpg,1,1,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010025_semantic_synthesized_image.jpg,0,0,1,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014768_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0005247_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014772_semantic_synthesized_image.jpg,0,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014826_semantic_synthesized_image.jpg,1,1,1,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0012309_semantic_synthesized_image.jpg,0,1,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0015155_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0000216_semantic_synthesized_image.jpg,1,0,0,1,0
pix2pix_result/label2skin/test_latest/images/ISIC_0009564_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0010002_semantic_synthesized_image.jpg,0,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0009927_semantic_synthesized_image.jpg,1,0,0,0,0
pix2pix_result/label2skin/test_latest/images/ISIC_0014633_semantic_synthesized_image.jpg,0,0,0,0,0
